Id,BirthDate,DeathDate,SSN,Drivers,Passport,Prefix,First,Middle,Last,Suffix,Maiden,Marital,Race,Ethnicity,Gender,BirthPlace,Address,City,State,County,FIPS County Code,Zip,Lat,Lon,Healthcare_Expenses,Healthcare_Coverage,Income,phone,email,mrn,source_facility_id
ab80c8af-549e-492d-b423-88b9062970c0,1946-04-16,,818-88-2890,S19636830,,Ms.,Michelle,Victoria,Brown,,,M,white,nonhispanic,female,Taylorport GA US,6224 Lawrence Drives,Savannah,GA,Chatham,25676,31404,71.371961,-131.374416,24085.01,3457.32,49494,2687761026,michael47@example.org,330479777,330101
55a8566b-1b54-4272-9033-f12fba9c8dd8,1969-06-19,,358-98-9064,S89541891,,Ms.,Natalie,,Harrington,,Vance,,white,nonhispanic,female,Lake Catherine AZ US,04379 Nguyen Oval,Phoenix,AZ,Maricopa,19532,85006,71.392295,93.620599,11541.96,1035.87,67460,001-990-538-0572x95652,gonzalezcrystal@example.org,330196868,330102
5003ff05-ca7b-4385-8a00-28802fa32571,1962-04-02,,646-66-0063,S60914391,,Mr.,Jesse,Samantha,Conley,,,S,other,nonhispanic,male,Jennyburgh AZ US,1782 Evans Street,Phoenix,AZ,Maricopa,16344,85006,45.106419,-111.554163,18973.02,5209.01,90006,911-445-4618x55017,markellis@example.org,050489076,050201
af049bc2-5e89-4cf8-9170-c9ab9009b008,1954-12-23,,345-90-3532,S86874928,,Mr.,Robert,,Cross,,,W,white,nonhispanic,male,West Steven CA US,242 Jacob Court Suite 366,Oakland,CA,Alameda,23361,94609,4.899612,-48.711886,55276.11,47929.42,36500,457.627.5131x941,patricia22@example.net,050806452,050201
27c39842-4df2-48e8-9526-9b8b48a5f789,1962-05-18,,775-96-4529,S19846643,X42591801,Mr.,Michael,,Shields,,,S,other,nonhispanic,male,Kimberlytown CA US,52540 Samuel Vista,Oakland,CA,Alameda,42201,94609,70.028487,-87.065288,58283.1,68139.06,30961,550.846.3079x24014,martinpamela@example.net,330545181,330101
27323083-d25a-4e1c-9235-8513caef3552,1960-09-23,,776-01-3537,S69229255,X59119107,Ms.,Melissa,Kristin,Morris,,,S,white,nonhispanic,female,East Kristi TX US,5801 Paul Rue,Austin,TX,Travis,02312,78702,-46.224865,92.449658,34338.19,6608.13,70023,(674)498-6121x4314,pjohnson@example.com,330671454,330102
6d5ded75-fccf-459f-b88d-4d406570de5e,1947-03-04,,428-53-8522,S66545444,,Mr.,Mark,,Shepherd,,,D,white,nonhispanic,male,Carlaport MA US,9412 Medina Forest,Boston,MA,Suffolk,23777,02118,-1.405808,-133.533534,29197.04,25416.27,13632,(598)423-1534,brandyrobinson@example.net,330291883,330102
cf6fdf02-ea5d-41f7-9dd4-16774fb9b2a1,1983-12-11,,399-62-3593,S75380076,X41093101,Mr.,Thomas,Mary,Butler,,,D,white,nonhispanic,male,Robertsonland TX US,304 Yvonne Freeway,Austin,TX,Travis,52727,78702,-35.359069,-101.662663,53587.23,13118.42,27921,(638)426-5851x8401,lmartin@example.org,140899309,140401
2b138495-d6bf-44de-a3fb-5eb80edddf3b,2011-02-15,,381-87-9856,,,,Lisa,Jennifer,Williams,,,D,white,nonhispanic,female,Bonniemouth MA US,0276 Rivera Parkway,Boston,MA,Suffolk,18927,02118,-86.983176,119.01718,28520.27,16108.2,50080,5702538105,jo01@example.org,330815638,330102
7eb8b787-dc0d-4429-8986-27a520bfcd4e,1974-12-15,,040-48-3286,S30428485,,Mr.,Curtis,Cameron,Peters,,,M,black,nonhispanic,male,Lewismouth TX US,605 Lucas Crossroad,Austin,TX,Travis,35810,78702,84.198976,-41.699193,163796.6,30463.19,60228,473.220.7379,abigaillopez@example.org,330367460,330101
7e030570-2f27-42eb-998d-09e7da37200f,1949-07-12,,522-05-2666,S26405854,,Mr.,Jacob,,Chase,,,,white,nonhispanic,male,Cindymouth TX US,886 Kimberly Fort,Austin,TX,Travis,52755,78702,-16.724753,-54.148898,10917.3,162220.67,87684,564.344.2552x5332,casey29@example.net,330560720,330102
1570ff8a-ebd6-401a-9003-f19901cd61b2,1924-11-13,,312-22-3323,S74928938,,Mr.,William,,Garrett,,,W,other,nonhispanic,male,East Vanessamouth GA US,6391 Lee Lane,Savannah,GA,Chatham,27155,31404,35.604791,64.93226,65852.33,29846.22,23454,662-561-4731x47615,stephanie95@example.com,140598066,140401
c4d9c6b4-6fb1-4e86-8865-aabb119abe64,1999-11-30,,491-30-6489,S72886672,X60675928,Ms.,Kayla,,Townsend,,,,white,nonhispanic,female,Knightmouth TX US,637 Brittney Glens Suite 571,Austin,TX,Travis,17757,78702,16.247216,17.884431,41032.23,15269.05,150245,(832)608-2517x992,kennethlowery@example.com,030851493,030301
7aa5c56b-a15c-4822-adc8-14847080d0f1,2002-09-02,,605-99-2671,S18594488,,Ms.,Breanna,Elizabeth,Morris,,,S,white,nonhispanic,female,Michaelburgh MA US,016 West Fords,Boston,MA,Suffolk,47847,02215,38.114558,-128.596099,53134.8,4122.49,36644,293-737-2079x93811,hancockjasmine@example.net,050556779,050201
97cc4c40-15b1-49f9-8cd1-09f297c63a15,1933-04-27,,832-03-4431,S50071838,X63618451,Mr.,Joseph,Garrett,Miller,,,S,white,nonhispanic,male,Tonyton AZ US,838 Charles Square,Phoenix,AZ,Maricopa,10001,85006,-9.063531,-43.259815,8785.52,15447.16,172074,001-796-701-0615x970,hector49@example.com,330680487,330102
8c90ad95-d5a4-4e5c-9fd5-02a1a47fb3d5,1980-12-24,,832-22-6972,S55557089,X24592952,Mr.,John,Stanley,Ingram,,,,other,hispanic,male,Reedmouth IL US,908 Erin Stream,Chicago,IL,Cook,21468,60612,30.228883,77.370574,46596.53,34824.15,62674,999.919.7817x08390,kristopherbell@example.net,330605632,330101
27f0fa45-7142-412d-ae25-41a311aa13ff,2000-07-22,,869-33-0003,S94989536,X55493016,Ms.,Latoya,Ariana,Sanchez,,,S,other,nonhispanic,female,Castilloton MA US,91609 Mccall Corners Suite 593,Boston,MA,Suffolk,30269,02118,84.415266,38.148602,63263.09,25471.47,101474,001-690-886-0102x607,landrews@example.org,030301737,030301
5334bcf2-cc5e-49d8-b1cc-b1e53d9ae451,1979-03-30,,357-18-1883,S56492523,,Mr.,Keith,Thomas,Barnett,,,D,white,nonhispanic,male,North Meganbury AZ US,41735 Jeffrey Loop,Phoenix,AZ,Maricopa,15303,85006,-59.722237,5.146349,395672.37,7229.83,57636,(968)393-2661x236,clarkmarissa@example.org,110216152,110501
39754214-1f86-4b68-8457-93c360529163,1966-10-17,,729-71-1779,S22294624,X20386216,Mr.,Nathan,,Garcia,,,,black,nonhispanic,male,Huangmouth MA US,6471 Stephen Squares,Boston,MA,Suffolk,54805,02118,-8.298779,-54.3346,44266.06,15358.58,126131,(233)303-3339x863,wendyrose@example.com,330854002,330101
ec579999-b8fd-4d85-a124-b03151d781bf,1986-03-17,,049-97-8873,S89034642,,Ms.,Kristin,Stephen,Phillips,,Gray,W,black,hispanic,female,Kellerview AZ US,52528 Kevin Curve,Phoenix,AZ,Maricopa,18990,85006,-8.219553,14.886861,21419.72,15328.01,55448,3439605367,nelsontimothy@example.org,330192669,330102
9ed3e0c6-3445-4130-b91c-5554f65d5c29,1977-08-22,,873-08-6756,S72804066,,Mr.,Mark,Cindy,Thomas,,,D,white,nonhispanic,male,Stevehaven GA US,589 Esparza Bridge Apt. 364,Savannah,GA,Chatham,02038,31404,33.614554,150.948495,23411.56,19686.73,174000,+1-735-639-4302x933,hubersydney@example.net,330955110,330102
771d3643-56b1-4223-855a-6a685f1eb60f,1961-08-13,,246-08-0838,S48297973,,Mr.,Christopher,,Esparza,,,M,white,nonhispanic,male,Jenniferfurt AZ US,440 Jacob Roads Suite 756,Phoenix,AZ,Maricopa,31818,85006,54.848147,-149.586497,14668.55,10326.08,43597,760-335-9232,matthewhill@example.com,140327754,140401
d9cd5a50-68ae-47aa-9b87-680013a21083,1943-12-05,,655-67-9874,S64319291,,Mr.,Charles,Shawn,Reyes,,,S,black,nonhispanic,male,South Madisontown MA US,483 French Port,Boston,MA,Suffolk,03793,02215,-4.384524,52.728392,8447.43,41852.17,29226,(550)565-9955x40848,vcabrera@example.com,140411811,140401
bab7d3e6-9083-4a32-899b-462bd4c00ae4,1967-07-05,,749-38-0676,S60065339,X11165399,Mr.,Gabriel,,Mitchell,,,M,black,nonhispanic,male,Pachecoberg MA US,87458 Cynthia River,Boston,MA,Suffolk,16503,02215,86.058239,100.167989,34839.96,28251.51,46433,911-890-0833,jacob99@example.org,330646217,330102
232ca1aa-957e-4d2f-8761-adccaa62b1c7,1947-12-24,,830-79-5323,S75298334,X64429640,Ms.,Sarah,Calvin,Carrillo,,Gonzalez,W,asian,hispanic,female,Lynnside MA US,3553 James Junction Apt. 062,Boston,MA,Suffolk,14227,02118,13.034073,108.901998,84016.16,11218.46,10578,383.535.6494,john84@example.net,030942921,030301
f87aecd7-5db8-4a3c-b18b-4244d2edaa9f,1973-11-09,,300-35-4032,S42201265,X93764345,Ms.,Alyssa,Joshua,Lopez,,Murphy,M,white,nonhispanic,female,Blackwellfort GA US,37802 Walters Turnpike,Savannah,GA,Chatham,43620,31404,-24.580095,-40.560455,18960.8,29205.79,81454,358.755.6199,lrodriguez@example.org,110122201,110501
c346e685-7e83-4f94-b1b1-6fc95c6535f0,1981-07-07,,679-31-7992,S59928926,X37948145,Mr.,Stephen,Tina,Boyer,,,S,asian,hispanic,male,East Briannaview AZ US,17694 Martinez Crossing Apt. 497,Phoenix,AZ,Maricopa,37811,85006,80.595943,-59.008723,15165.18,21918.1,75601,791.208.9915x389,johnsonjames@example.com,030439355,030301
5f405585-a977-4ecc-b924-b01c11dd73e1,1974-12-10,,089-39-6876,S11174189,,Ms.,Jessica,Michele,Barnes,,Blankenship,M,white,nonhispanic,female,Davidbury TX US,997 Joseph Village,Austin,TX,Travis,09076,78702,-88.264262,79.414698,132200.29,91941.18,35002,842-353-7138x28284,reedelizabeth@example.net,330693692,330102
69a21d5a-0c12-4355-92d9-998a004b6bca,1956-11-08,,754-18-9112,S76307872,,Mr.,Joseph,Shelby,Torres,,,S,white,nonhispanic,male,Alexandraside MA US,8851 James Junctions Apt. 656,Boston,MA,Suffolk,21143,02118,28.493728,89.10306,25971.04,17761.4,149933,853.659.2843x900,cwiggins@example.net,330976823,330102
4ebb8531-64a8-4752-abb0-cc6fede507e8,2004-03-13,,852-54-0244,S66452474,,Mr.,Gregory,Samantha,Williams,,,,white,nonhispanic,male,Brandyhaven AZ US,62798 White Parkway Apt. 479,Phoenix,AZ,Maricopa,25984,85006,78.410218,67.329884,214771.99,78761.47,77077,+1-422-705-2828,richardreid@example.net,330816099,330102
cc77fe2c-3aa8-4a15-90b8-09a9096988a4,1952-05-07,,030-87-1109,S76783748,,Ms.,Michelle,,Parker,,,D,white,nonhispanic,female,Nelsonberg GA US,8400 Brian Hollow Suite 588,Savannah,GA,Chatham,46153,31404,-69.913815,117.605297,16005.42,7396.69,51378,+1-303-846-4823x81072,becky33@example.net,330987920,330102
b4f01a2c-78d3-4b4a-b043-725f668e8000,1967-04-29,,778-02-7718,S76436103,,Ms.,Mary,Jason,Douglas,,,D,white,nonhispanic,female,Morganbury IL US,5629 Newman Village,Chicago,IL,Cook,45056,60612,-47.360526,-142.214324,58983.12,5910.9,26214,(398)546-9091,brownjenny@example.net,110633332,110501
453e5215-89a0-45c2-b258-668c6219794e,1973-08-04,,451-40-1648,S82879033,,Mr.,Gabriel,Jenny,Jones,,,D,other,nonhispanic,male,Burgesston MA US,88787 Michael Cape Suite 876,Boston,MA,Suffolk,35821,02118,-47.469312,139.80253,12061.56,42997.0,259611,(979)213-6998x160,troyhenderson@example.net,050184881,050201
050ab4b7-3b1b-43b9-aa54-5cb6c2808348,1939-01-02,,251-42-7341,S85144681,,Mr.,Lawrence,,Callahan,,,D,white,nonhispanic,male,Anthonyburgh GA US,1586 Heather Motorway,Savannah,GA,Chatham,19619,31404,-47.249598,-60.417489,6893.6,56515.55,316718,001-626-841-8759,gabriel46@example.org,140740996,140401
bc553df9-7397-485f-82cb-134c6b855947,1981-06-24,,453-28-8667,S43714996,,Ms.,Caitlin,,Hamilton,,,,white,nonhispanic,female,West Crystalport TX US,171 Wade Branch Suite 547,Austin,TX,Travis,17263,78702,25.634318,108.408294,6063.29,4706.8,23794,674.382.6788x818,robin02@example.net,330181213,330101
a0bb9885-31c6-4234-a324-88b623edd61a,1924-12-23,,200-93-4045,S88620339,X68810634,Ms.,Laura,Keith,Evans,,,W,other,nonhispanic,female,Tapiaside TX US,64207 Obrien Prairie Suite 766,Austin,TX,Travis,36092,78702,69.439686,124.652816,30478.71,3967.54,38494,2827379510,karenking@example.org,330510437,330102
