Id,BirthDate,DeathDate,SSN,Drivers,Passport,Prefix,First,Middle,Last,Suffix,Maiden,Marital,Race,Ethnicity,Gender,BirthPlace,Address,City,State,County,FIPS County Code,Zip,Lat,Lon,Healthcare_Expenses,Healthcare_Coverage,Income,phone,email,is_high_risk,mrn,source_facility_id
c67bc33c-407a-4789-a3f1-d18d2b9afc5b,1955-03-04,,581-64-2982,S37747372,,Mr.,David,Ann,Andrade,,,D,white,nonhispanic,male,Williamsfurt TX US,23174 Patricia Coves,Austin,TX,Travis,52741,78702,88.681725,93.180825,66462.36,4718.17,111686,608-776-9527x17792,michael75@example.net,1,330626692,330102
3cd63829-c3a5-424c-a3f4-bdd425614cd6,1925-07-26,,680-42-7422,S87778550,,Ms.,Tracy,,Forbes,,,W,white,nonhispanic,female,South Erikaland CA US,531 Pitts Turnpike Apt. 446,Oakland,CA,Alameda,33346,94609,-5.286417,-94.672577,14266.65,50003.17,104980,291.372.8510x58474,lucasbeth@example.net,0,330882450,330102
d9c6dcdd-96c3-4d6a-af71-f4427213f34a,1986-11-23,,758-67-5236,S35337614,,Mr.,Jeffrey,,Miller,,,D,black,nonhispanic,male,Cooperfort GA US,463 Timothy Passage Apt. 679,Savannah,GA,Chatham,48994,31404,-37.650863,-101.709608,18908.59,28697.31,99936,240-768-4815x449,jessemitchell@example.com,0,330350792,330102
70abf782-25e3-42ec-aee3-3dd06c9c5449,1953-03-28,,534-31-7936,S29875664,,Ms.,Victoria,,Donaldson,,,M,white,nonhispanic,female,North Kathleen GA US,79358 Green Branch Suite 483,Savannah,GA,Chatham,29831,31404,60.538686,-32.742594,47387.76,5517.68,47154,634.260.3302,smartinez@example.com,1,330616415,330102
f56b96b4-5674-4ca5-9814-ba3167270577,1947-07-02,,502-40-9135,S17906729,,Mr.,James,Paula,Edwards,,,D,other,nonhispanic,male,South Kelsey MA US,687 Harris Via,Boston,MA,Suffolk,50128,02215,80.334686,96.194629,24190.66,39215.95,46117,939-456-2577x18563,dgreene@example.net,0,330720886,330102
5689c2c7-6b52-40ca-86be-677abaeec9b1,2006-07-07,,652-23-3719,S25264961,X96152771,Mr.,Randy,,Rodriguez,,,S,white,nonhispanic,male,West Brittany AZ US,72650 Jones Well,Phoenix,AZ,Maricopa,51499,85006,-88.600659,-90.985247,12420.24,21440.19,87559,685.651.7291x802,michael62@example.net,0,140980121,140401
84fcc112-c2fc-427c-b35a-f38dd4606057,1948-01-28,,087-47-7151,S18208665,X17944448,Mr.,Johnathan,Lauren,Day,,,W,black,nonhispanic,male,Bryantchester MA US,75886 Kellie Grove,Boston,MA,Suffolk,49044,02118,-73.014744,157.901896,33581.43,14409.07,38682,+1-896-733-7639,meganjones@example.net,0,330691227,330101
01422ff1-cc9e-4ad2-8904-e152199b76a9,1932-10-13,,631-34-7121,S59361217,,Mr.,Ricardo,Johnathan,Hansen,,,W,white,hispanic,male,Port Paulside MA US,3675 Adam Inlet Suite 592,Boston,MA,Suffolk,09376,02118,21.572879,113.420062,26771.9,7869.51,63475,(703)403-2113x96177,kennethmora@example.org,0,330523423,330101
57e00d91-6de8-4e0c-b6d2-4cce78f5ea5b,1925-08-07,,547-62-0770,S92882752,,Mr.,Kyle,Timothy,Jordan,,,S,black,nonhispanic,male,Sandrahaven TX US,611 Jonathan Hills Suite 942,Austin,TX,Travis,14314,78702,-86.013902,-47.698459,15881.85,43436.03,52492,001-492-394-1656x66120,qmoore@example.com,0,330982161,330102
1082199a-defc-4af3-a7b2-9472c3aaf63a,1983-09-24,,641-12-2508,S65845976,X40850438,Mr.,Christopher,Patricia,Williams,,,W,white,nonhispanic,male,Bakerside IL US,3535 Olson Ridges,Chicago,IL,Cook,40378,60612,-3.89585,16.516253,22386.31,60176.36,53104,(753)249-6639x57749,michael57@example.com,0,030840756,030301
a012e863-edae-4cb3-9486-612d4dcc9530,2001-05-03,,858-77-2286,S74744525,X44788151,Ms.,Lisa,,Cross,,,D,white,nonhispanic,female,Andrewton GA US,211 Wolfe Highway Apt. 455,Savannah,GA,Chatham,16959,31404,85.077153,-124.527772,12176.05,7342.95,22837,+1-921-608-0737x46184,johnsonkyle@example.org,0,050100508,050201
805f54fb-efad-41e2-9a72-e91a0d5d37e1,1964-03-25,,632-68-4230,S67001182,,Ms.,Kimberly,Catherine,Miller,,Jones,M,white,nonhispanic,female,West Patrick MA US,548 Kim Garden Apt. 758,Boston,MA,Suffolk,23291,02118,66.792875,72.945178,9169.15,4362.23,135429,3546150855,pattonjennifer@example.com,0,050110599,050201
f2ab94f6-ab6f-4623-8041-47b237eb96ef,1968-02-11,,857-83-6418,S76390712,,Ms.,Emily,Michael,Henry,,Roberts,W,white,nonhispanic,female,Susanstad CA US,565 Tracy Parkways,Oakland,CA,Alameda,08502,94609,-59.459049,-46.451269,40138.61,29857.52,27026,+1-254-271-1309,daniel73@example.net,0,050617968,050201
4b5af59e-6dcc-437d-955a-a324baf7f439,1937-11-19,,482-24-1363,S61819834,X90893231,Mr.,William,Linda,Green,,,M,white,nonhispanic,male,Harrisonbury CA US,5119 Ellis Square Apt. 980,Oakland,CA,Alameda,43454,94609,17.220546,-65.440975,34857.98,16406.52,86498,(712)811-4758x99362,angelreyes@example.com,0,050512839,050201
913f9d3d-a682-437d-9a3a-e0920b8e3096,1969-08-27,,704-28-3987,S77661722,,Mr.,Alan,Joseph,Brooks,,,,other,nonhispanic,male,South Dawn MA US,32564 Wong Hill,Boston,MA,Suffolk,13260,02215,-47.95653,132.096832,9442.31,13631.82,99907,+1-889-255-7703x00384,shernandez@example.net,0,030806219,030301
ad410628-4270-414a-8ff1-8418d26927c2,2017-06-06,,027-18-9059,,,,Sonia,,Morales,,,,other,hispanic,female,Robertsside TX US,06570 English Ways Apt. 336,Austin,TX,Travis,26782,78702,13.167604,-146.949013,22355.9,12030.79,23447,(869)879-8274,hansencarol@example.com,0,140980250,140401
779c0329-7eb1-47ec-bb44-7fcbf2423bed,1951-01-20,,238-69-0483,S51236707,,Ms.,Carla,Ashley,Marshall,,Butler,D,white,nonhispanic,female,South Melissachester MA US,2650 Colleen Extension,Boston,MA,Suffolk,19921,02215,20.491502,135.981369,33412.2,31073.9,29420,9412963952,justin17@example.org,0,330362451,330102
83f2888e-38a6-4b19-90af-13b55ae72f3a,1941-08-24,,433-63-5477,S36525668,,Ms.,Brooke,,Green,,,,other,nonhispanic,female,West Brett MA US,7535 Johnson Isle,Boston,MA,Suffolk,55481,02118,88.041162,156.588579,40715.17,25190.57,15784,817.962.7155,urose@example.org,1,330707420,330101
f34bbdda-b922-45ce-a668-acabb35ab8d8,1977-03-22,,008-89-7843,S42124520,,Mr.,Melvin,,Cantu,,,W,black,nonhispanic,male,East Glenda GA US,7209 Massey Ville,Savannah,GA,Chatham,17235,31404,82.77925,48.903216,35161.19,57824.12,88570,(609)231-3318x5402,brian27@example.com,0,110836569,110501
e2ad1bb1-693a-4340-ab8c-6c4b68a66490,1947-05-07,,037-64-6959,S11483062,,Mr.,Jason,Phillip,Dunlap,,,S,white,hispanic,male,South Anthony AZ US,77411 Bates Ramp,Phoenix,AZ,Maricopa,44229,85006,-59.789828,-49.905119,7099.22,165798.41,77358,461-370-2612,whitesandra@example.com,1,330760360,330101
31ae33f9-aa36-431e-973c-96b6474432f1,1970-05-06,,530-90-1096,S20273618,X12211326,Mr.,Roberto,Jason,Rodriguez,,,S,white,nonhispanic,male,Racheltown TX US,52307 Cook Skyway,Austin,TX,Travis,20965,78702,36.057994,127.362578,9942.48,14998.07,33587,(798)250-2232,jburnett@example.net,0,330625765,330101
3fd4c2c9-97e5-44cc-9e41-3d2fc3da623e,1962-02-25,,614-24-9168,S70284327,X36549647,Ms.,Leah,Richard,Padilla,,,D,other,nonhispanic,female,West Nathan IL US,227 Kristen Junction Suite 551,Chicago,IL,Cook,08150,60612,-78.922924,19.688769,297385.69,20758.86,65858,+1-740-637-7219x3923,belleric@example.org,0,330662254,330102
a0bb9885-31c6-4234-a324-88b623edd61a,1958-12-08,,200-93-4045,S23951049,,Ms.,Laura,Keith,Evans,,,W,asian,nonhispanic,female,Tapiaside CA US,64207 Obrien Prairie Suite 766,Oakland,CA,Alameda,06859,94609,69.439686,124.652816,31840.16,87667.26,41131,2827379510,karenking@example.org,0,330734143,330102
eaa16545-72f7-40b3-9fba-2bb6c43a8134,1979-12-27,,506-21-0098,S94926327,,Ms.,Andrea,Michael,King,,Wilson,D,white,nonhispanic,female,North Chelseaside MA US,753 Rose Field,Boston,MA,Suffolk,44553,02118,-0.229258,-138.806721,23374.89,13928.45,38811,+1-850-393-9465x807,manningbrandon@example.org,0,050672369,050201
2e282941-3b06-41c0-a6a5-d907627c112c,2000-02-10,,004-85-6675,S75534377,,Ms.,Peggy,Janet,Reynolds,,,S,white,nonhispanic,female,Duartemouth MA US,376 Donna Cliffs,Boston,MA,Suffolk,18203,02215,2.130699,-51.760134,95652.08,9659.61,10591,(820)529-3446,mdouglas@example.net,0,330715651,330102
0dc1a2f6-80f4-45c0-8227-c9a399424534,1963-08-14,,354-41-9090,S64261166,X44934456,Ms.,Cindy,Stephanie,Warner,,Hernandez,D,black,nonhispanic,female,North Lisachester CA US,8366 Martin Freeway Apt. 023,Oakland,CA,Alameda,20440,94609,-67.482589,52.79126,16392.01,11222.74,113459,(995)538-6037x5451,gsparks@example.com,0,330979021,330102
04166db3-6111-41e1-94a2-b8f570eaff2c,1958-06-04,,128-14-9824,S45908471,,Mr.,Paul,Matthew,Scott,,,S,white,nonhispanic,male,Ashleemouth AZ US,03759 Coleman Port Apt. 287,Phoenix,AZ,Maricopa,03842,85006,60.266079,-161.565263,36244.99,81649.57,93178,(665)219-5996,buckleycolton@example.net,0,050910639,050201
2840b680-5d5c-4f43-b8be-23b45b1aade9,1958-01-14,,044-44-8345,S53213461,,Ms.,Ashley,,Zuniga,,,M,white,nonhispanic,female,North Jamesmouth MA US,99347 Joel Shoals Apt. 642,Boston,MA,Suffolk,11810,02118,-80.04494,57.355097,55596.5,12834.53,20124,(487)549-6617x491,christinemason@example.org,0,050703940,050201
a43abf05-35f3-4762-a039-b15694dc2f4a,1968-10-17,,835-82-9738,S63391166,,Mr.,Leslie,Luis,Elliott,,,S,white,nonhispanic,male,East Ritatown CA US,5644 Maxwell Fort,Oakland,CA,Alameda,19003,94609,20.624816,127.797187,22374.83,11620.07,86656,896-774-4303,upatterson@example.org,0,030308124,030301
40693b54-e3d9-4c31-a467-8fd206e38620,1965-04-24,,471-11-6540,S78048898,,Mr.,Stephen,,Bailey,,,,asian,nonhispanic,male,East Kyle MA US,85393 Sherry Cape,Boston,MA,Suffolk,18327,02215,-72.83735,-134.383443,6910.25,16482.16,97646,+1-749-518-8254x1567,cartermelissa@example.org,0,110290015,110501
8e1bf252-e111-4a73-9e36-33ff14d83353,1966-10-03,,808-81-6976,S81431124,,Ms.,Briana,,Atkinson,,,S,white,nonhispanic,female,Meyerside MA US,392 Justin Plains Apt. 670,Boston,MA,Suffolk,26896,02118,-25.757063,173.800557,35640.72,22029.17,34831,(246)822-8097,vstevens@example.org,0,330218676,330102
312d796a-baef-444e-8a81-457305d39eb7,1993-08-29,,533-02-5217,S52360455,,Ms.,Shannon,,Clark,,,M,white,nonhispanic,female,Meghanfurt TX US,5565 Tammy Centers,Austin,TX,Travis,39309,78702,13.852614,-47.7878,106834.17,10899.23,285624,(626)867-3786x9590,nvasquez@example.net,0,330160825,330101
55631ac9-ce9f-4554-a958-ba588192ce64,1936-02-25,,886-39-7254,S73792285,X85618721,Ms.,Meghan,Nicole,Harris,,Williams,S,white,nonhispanic,female,Sandyberg MA US,5578 Desiree Stravenue,Boston,MA,Suffolk,35560,02215,15.833068,26.098136,9542.15,24372.39,15128,900-470-5300x2759,johnbrock@example.com,0,330135644,330102
523e25a3-74dc-46d1-8bd9-b45d05cf5b2f,1974-07-23,,482-19-3633,S51702244,X36763867,Mr.,Scott,,Smith,,,M,black,hispanic,male,Clarkland IL US,5057 Rivera Run Suite 948,Chicago,IL,Cook,25878,60612,76.600375,98.842628,7988.79,3368.46,69535,291.761.6349,larry64@example.org,0,140564183,140401
61e1f36b-6b54-4888-b1b0-efafaf75c0b3,1953-01-08,,683-99-5405,S97279942,X79522528,Ms.,Erica,Walter,Anderson,,Mendez,M,white,hispanic,female,Bryanhaven IL US,31828 Marshall Fork,Chicago,IL,Cook,10807,60612,78.260111,49.223807,13480.04,3809.59,84872,+1-282-667-9108x8988,santosrobert@example.org,1,110805768,110501
4d7bc78b-afaf-4500-af29-f7f6bb0ccc4f,1962-09-23,,311-30-1115,S96304905,,Ms.,Rachel,Brooke,Figueroa,,Jones,W,white,nonhispanic,female,South Taylorborough IL US,0151 Clark Rapids,Chicago,IL,Cook,08609,60612,10.387365,137.901154,13207.18,23488.04,89401 mg,001-690-945-6634x230,qsutton@example.com,0,050713418,050201
1e441381-1565-4a78-b7d7-051fcd8c7223,1981-01-31,,023-16-5694,S48588148,X17842814,Ms.,Barbara,Rhonda,Stark,,Reyes,,black,hispanic,female,Jeffreybury CA US,9042 Miller Mountain Apt. 458,Oakland,CA,Alameda,53231,94609,-25.560206,18.776699,23518.93,13483.86,48965,+1-812-876-6475x86914,vasqueztonya@example.net,0,330286444,330102
a318b342-1669-4d68-b3af-5fc4fb0e37ec,1996-09-25,,334-06-2777,S18460916,,Ms.,Amanda,Kevin,Thompson,,,M,white,nonhispanic,female,Washingtontown GA US,653 Joseph Rue Suite 350,Savannah,GA,Chatham,27643,31404,19.010279,163.892686,25910.27,41811.69,16046,247.238.7498,ashleyboyer@example.com,0,330572228,330101
d0fb6d6d-7c55-4ee2-bea2-f945a7cfb7f6,1955-05-07,,235-15-0172,S95497684,,Mr.,Joseph,Donna,Henry,,,S,white,nonhispanic,male,Port Breannafort MA US,87286 Cole Parks Suite 160,Boston,MA,Suffolk,26412,02215,30.614254,0.592641,22141.04,2450.85,66069,(644)548-2822,riggsjoe@example.net,0,330727040,330102
4a1b0d04-1552-4887-b296-e3352606546a,1950-05-12,,227-13-3482,S45027154,X88796576,Mr.,Eric,Sarah,Hodge,,,D,white,nonhispanic,male,Boydtown MA US,0791 Jose Glen Suite 802,Boston,MA,Suffolk,53820,02215,-88.853501,93.496818,32564.77,11347.8,45658,(978)587-2441,ojones@example.com,0,330783399,330101
85ccdb87-9f71-4026-90bf-dd63e8b7d8a2,1968-09-23,,612-57-2437,S79057934,,Mr.,Michael,Jessica,Fox,,,S,black,nonhispanic,male,Markville TX US,831 Katrina Landing,Austin,TX,Travis,30737,78702,50.664417,60.644502,8271.25,7209.4,55171,001-349-726-5528x4831,kathryndavis@example.com,0,030812832,030301
319ec1e7-e272-46f9-b9fc-8e5e454e9c3b,1982-03-23,,717-83-4847,S62468655,,Ms.,Cassandra,,Robertson,,Lopez,S,white,nonhispanic,female,Patrickburgh AZ US,54693 Nicholas Loop,Phoenix,AZ,Maricopa,11657,85006,32.071864,-22.390268,233177.15,18993.37,25789,818-627-4633x79422,daniel43@example.net,0,050582052,050201
952e50df-d93c-4934-91e2-162f94685b3b,1947-07-01,,386-12-9309,S35256546,,Mr.,Justin,Jacqueline,Green,,,,white,nonhispanic,male,Masonmouth MA US,3079 Jason Park,Boston,MA,Suffolk,49331,02215,-15.87501,-18.051154,13361.34,8148.36,182964,670-310-4469,gilmorescott@example.net,0,140191625,140401
171dced7-e5b9-45c9-9d7a-83333a3e7052,1973-05-26,,531-72-1589,S97713464,,Ms.,Angela,Terri,Rosales,,Smith,S,white,nonhispanic,female,South Alexland GA US,250 Leslie Gardens Suite 432,Savannah,GA,Chatham,07231,31404,-22.746574,8.445769,32922.52,9444.12,89780,776.940.3033x377,tcarey@example.com,0,330453853,330101
e5070097-e4b9-4909-adde-093d3fcfe5b6,1969-04-10,,659-87-8498,S77500760,,Ms.,Christine,Jennifer,Cooper,,,D,white,nonhispanic,female,South Diana MA US,518 Jennifer Circles Apt. 470,Boston,MA,Suffolk,01647,02215,44.699035,-177.618616,76962.15,59114.47,39359,653.418.1777x17313,oharrington@example.net,0,330979635,330102
8946d728-0a0e-4ac5-8830-cd5bb11ddd19,1970-11-12,,833-91-4855,S98944320,,Ms.,Amanda,James,Collins,,,D,black,nonhispanic,female,Port James MA US,8149 Bryan Rapids Suite 237,Boston,MA,Suffolk,28310,02118,-32.165014,-119.889497,46896.79,25577.94,40171,217-560-5110x3515,ashleycarrillo@example.net,0,030753111,030301
31542f65-951f-4f81-a725-6770e05de82e,2009-09-01,,153-84-2024,S44239140,,,Michael,Karla,Coleman,,,D,white,nonhispanic,male,South Marcside MA US,424 Lopez Springs Suite 561,Boston,MA,Suffolk,20753,02118,-24.052823,-29.098078,25822.16,15225.57,62448,001-210-536-6971,drew03@example.net,0,140937159,140401
03dd9dcf-8271-49ce-a6b0-018656f312f6,1953-05-12,,552-76-9428,S70553302,X21317781,Mr.,Christopher,,Kennedy,,,W,white,nonhispanic,male,West Chadmouth AZ US,5643 Jason Orchard Suite 287,Phoenix,AZ,Maricopa,46795,85006,-52.969513,177.337338,31105.68,7969.28,140840,+1-517-976-5951x4635,christopherchang@example.com,0,140551263,140401
e5b9e263-8f11-4af0-8401-88d0b8a459f8,1945-08-28,,311-18-3032,S92131193,,Mr.,Noah,Stephanie,Horn,,,D,white,nonhispanic,male,Laurenton MA US,8515 Ramirez Spurs,Boston,MA,Suffolk,53236,02215,-31.125201,158.842059,61844.37,15443.88,103872,8085309944,pnelson@example.com,0,330313142,330101
30596cbc-a222-4f19-ae9b-e6ecd7f5df0a,1974-05-19,,787-42-5217,S30895095,,Ms.,Brianna,Michael,Dawson,,Dominguez,S,white,hispanic,female,Victorland MA US,27461 Parker Cove,Boston,MA,Suffolk,07779,02215,64.910284,53.909834,108606.4,18452.62,39857,(712)266-2262x2462,hfleming@example.org,0,330825681,330102
e2d5a887-4e6e-4549-83af-cfe4f6e3f940,1956-05-30,,567-38-6409,S78823951,X54752466,Mr.,Robert,,Jones,,,M,white,nonhispanic,male,Priceborough GA US,7273 Crawford Meadow,Savannah,GA,Chatham,45342,31404,62.409596,-97.258045,15193.22,33508.5,37070,654-363-1686x1820,drodriguez@example.net,1,050174677,050201
5a29d48c-414e-444f-81bf-08ab9c248765,1981-03-31,,339-90-6401,S98762667,,Mr.,Henry,Robert,Meyer,,,W,white,nonhispanic,male,New Wendymouth CA US,70120 Stacie Hill Apt. 766,Oakland,CA,Alameda,18617,94609,-73.547927,-110.842994,24324.4,13489.38,60402,548-281-8938,masseyjames@example.org,0,110107249,110501
3431d92e-5492-4799-aa0c-0b8cb34c19d7,1994-11-20,,575-84-1678,S21782518,,Ms.,Brenda,Courtney,Ballard,,Lewis,D,white,nonhispanic,female,North Vincent MA US,68953 Joseph Springs Apt. 478,Boston,MA,Suffolk,37285,02215,51.870848,-99.039181,15204.83,2863.66,56555,278.572.4363x927,ballardglen@example.org,0,330184468,330102
6c185c97-4652-41c1-8571-5d8bc9752563,1973-09-15,,625-43-9198,S11838001,,Mr.,Michael,Zachary,Johnson,,,W,white,nonhispanic,male,West Christopherhaven MA US,00847 Armstrong Forges Apt. 244,Boston,MA,Suffolk,20804,02215,-4.551965,-161.098594,7264.62,21915.88,70180,001-428-316-8067x12966,hurleynicole@example.net,0,330932718,330102
f3d576e0-457f-4f10-ba5a-d3949ee0d922,1949-08-20,,388-12-4790,S70160251,X29102902,Ms.,Ashley,Kathryn,Brown,,,D,white,nonhispanic,female,Margaretton MA US,51843 James Corner Apt. 093,Boston,MA,Suffolk,41380,02215,-23.628541,86.629216,8080.47,84954.46,42281,857.954.8608x234,patrick22@example.net,0,050670307,050201
ddef0605-9282-411f-be79-98d69f46d4cc,1990-04-17,,885-33-4327,S93862774,,Ms.,Tonya,Frank,Williams,,,W,white,nonhispanic,female,Buckleystad IL US,8211 Thomas Cove,Chicago,IL,Cook,11919,60612,-56.183014,49.292033,32685.51,7136.14,87066,(256)832-0725,msanchez@example.net,0,330889616,330102
31fcd753-6703-4dac-9b18-a322830d6026,1925-05-24,,759-87-3152,S40072406,,Mr.,Gregory,Christina,Williams,,,,white,nonhispanic,male,Terrihaven GA US,20331 Kelly Cape Apt. 848,Savannah,GA,Chatham,04742,31404,-73.020438,-89.650813,27554.31,51589.46,20759,4267943675,mercedes79@example.net,1,030277313,030301
e1c3b115-8a29-4d48-8f11-59c1835df1a4,1983-12-15,,520-70-8954,S38719700,,Mr.,Lance,Tammy,Serrano,,,,other,nonhispanic,male,Melissaburgh MA US,499 Bird Junctions,Boston,MA,Suffolk,01539,02118,-85.520127,-172.760855,16289.95,8591.45,149736,(469)662-7310,crystalphillips@example.com,0,140757685,140401
2b3ea216-dccb-4484-b3db-a659af7cdcca,1968-08-22,,002-58-3719,S19917726,,Mr.,Eugene,Charles,Johnson,,,M,asian,hispanic,male,Keithmouth IL US,0748 Bond Course Apt. 959,Chicago,IL,Cook,32940,60612,-78.234509,-87.888791,118741.52,16250.38,63646,656.949.4772x3160,mezagabriela@example.net,0,140208644,140401
c14960a2-639e-4ade-ba02-87b1c37f5f54,1987-06-04,,435-53-1288,S64372057,,Mr.,Brett,,Blanchard,,,M,other,nonhispanic,male,East Joanchester MA US,76228 Sarah Extension Suite 664,Boston,MA,Suffolk,45315,02215,87.476626,19.832849,13301.99,14725.92,93510,001-408-252-3938x23391,xcantu@example.com,0,140573080,140401
bf5222dc-7c1a-4c4c-b6cc-c47b11423f75,1959-07-17,,416-72-1029,S71696320,,Ms.,Alexis,,Torres,,,S,black,nonhispanic,female,Port William AZ US,3387 Daniel Port,Phoenix,AZ,Maricopa,25215,85006,-38.928257,-177.628528,43821.79,25778.12,62925,001-783-344-6264x41303,rphillips@example.net,0,330272838,330102
9b97d0a7-2216-48bb-bc25-c1007c506fc0,1997-07-18,,637-69-3653,S73421808,,Mr.,Justin,,Lewis,,,,white,nonhispanic,male,New Matthewberg CA US,3548 Melissa Prairie,Oakland,CA,Alameda,51311,94609,-21.414229,-67.873835,18053.69,14579.02,43469,562-649-5575x080,andrewking@example.net,0,330645759,330102
e25fa040-0153-4035-8fc4-b1b973a44f83,1937-05-02,,292-78-5081,S62522900,,Mr.,Kevin,Brenda,Johnson,,,M,other,nonhispanic,male,Burketon GA US,2844 Mack Hollow Apt. 483,Savannah,GA,Chatham,18188,31404,-36.193347,56.120964,30943.03,11743.35,17985,674.714.1248x4411,oscarkey@example.org,0,050881160,050201
ee026368-128c-4290-aa69-00d07f22f7e4,1953-12-19,,639-97-3223,S85505863,,Mr.,Christopher,Anthony,Nguyen,,,S,white,nonhispanic,male,Port Sheila MA US,604 Spencer Extension,Boston,MA,Suffolk,41535,02215,22.793248,-47.057994,39690.66,5421.66,37309,8458705725,jennabrown@example.com,0,330278217,330102
91b04a47-ac8f-466e-91bb-74b9f0b7096d,1953-01-20,,739-08-4047,S16654043,X24011212,Ms.,Lori,Tiffany,Mendoza,,,S,white,nonhispanic,female,Carlsonland CA US,1704 Jerry Views,Oakland,CA,Alameda,22509,94609,-52.003558,-13.299209,4765.53,68652.82,49988,001-451-337-5491x224,ucox@example.org,0,030913382,030301
567e398a-62e8-4a78-b2bc-c019cc98d3e5,1949-01-19,,762-67-5264,S96514781,X34853203,Ms.,Brittany,Daryl,Quinn,,Leon,,asian,nonhispanic,female,Stevenfort TX US,3511 Kristine Mountain Suite 509,Austin,TX,Travis,42250,78702,15.570616,65.074501,11870.49,10766.76,48694,7225856334,nbaker@example.net,0,140859824,140401
2c9f459a-f917-4321-8b50-e08b39d8fb83,1931-09-26,,785-84-6758,S77215578,,Mr.,David,,Dickerson,,,W,white,hispanic,male,South Christian TX US,77173 Foster Shoals Apt. 236,Austin,TX,Travis,13972,78702,-64.977255,-118.166317,52392.65,5332.02,9984,589.443.7696x129,howardalejandra@example.com,1,330905928,330101
